fundoo,base,be,34075,Mon Nov  5 03:28:11 2018,,,4.99,4.24,,fundoo,base,be,60580,Mon Nov  5 03:28:11 2018,,,26.99,22.94,,fundoo,base,be,65809,Mon Nov  5 03:28:11 2018,,,149.99,99.99,,fundoo,base,be,42344,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,14674,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,14675,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,35892,Mon Nov  5 03:28:11 2018,,,24.99,10.63,,fundoo,base,be,42345,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,42992,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,73649,Mon Nov  5 03:28:11 2018,,,19.99,12.74,,fundoo,base,be,23328,Mon Nov  5 03:28:11 2018,,,499.0,296.91,,fundoo,base,be,12352,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,27879,Mon Nov  5 03:28:11 2018,,,29.99,25.49,,fundoo,base,be,36950,Mon Nov  5 03:28:11 2018,,,119.99,101.99,,fundoo,base,be,43050,Mon Nov  5 03:28:11 2018,,,69.99,50.99,,fundoo,base,be,60498,Mon Nov  5 03:28:11 2018,,,69.99,59.49,,fundoo,base,be,60781,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,28306,Mon Nov  5 03:28:11 2018,,,19.99,16.99,,fundoo,base,be,27817,Mon Nov  5 03:28:11 2018,,,69.99,41.64,,fundoo,base,be,27926,Mon Nov  5 03:28:11 2018,,,18.99,16.14,,fundoo,base,be,6966,Mon Nov  5 03:28:11 2018,,,49.99,36.12,,fundoo,base,be,42616,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,36104,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,42349,Mon Nov  5 03:28:11 2018,,,34.99,14.88,,fundoo,base,be,36928,Mon Nov  5 03:28:11 2018,,,39.99,33.99,,fundoo,base,be,12336,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,66565,Mon Nov  5 03:28:11 2018,,,34.99,29.74,
fundoo,base,be,34075,Mon Nov  5 03:28:11 2018,,,4.99,4.24,,fundoo,base,be,60580,Mon Nov  5 03:28:11 2018,,,26.99,22.94,,fundoo,base,be,65809,Mon Nov  5 03:28:11 2018,,,149.99,99.99,,fundoo,base,be,42344,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,14674,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,14675,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,35892,Mon Nov  5 03:28:11 2018,,,24.99,10.63,,fundoo,base,be,42345,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,42992,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,73649,Mon Nov  5 03:28:11 2018,,,19.99,12.74,,fundoo,base,be,23328,Mon Nov  5 03:28:11 2018,,,499.0,296.91,,fundoo,base,be,12352,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,27879,Mon Nov  5 03:28:11 2018,,,29.99,25.49,,fundoo,base,be,36950,Mon Nov  5 03:28:11 2018,,,119.99,101.99,,fundoo,base,be,43050,Mon Nov  5 03:28:11 2018,,,69.99,50.99,,fundoo,base,be,60498,Mon Nov  5 03:28:11 2018,,,69.99,59.49,,fundoo,base,be,60781,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,28306,Mon Nov  5 03:28:11 2018,,,19.99,16.99,,fundoo,base,be,27817,Mon Nov  5 03:28:11 2018,,,69.99,41.64,,fundoo,base,be,27926,Mon Nov  5 03:28:11 2018,,,18.99,16.14,,fundoo,base,be,6966,Mon Nov  5 03:28:11 2018,,,49.99,36.12,,fundoo,base,be,42616,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,36104,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,42349,Mon Nov  5 03:28:11 2018,,,34.99,14.88,,fundoo,base,be,36928,Mon Nov  5 03:28:11 2018,,,39.99,33.99,,fundoo,base,be,12336,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,66565,Mon Nov  5 03:28:11 2018,,,34.99,29.74,,fundoo,base,be,36920,Mon Nov  5 03:28:11 2018,,,399.0,339.15,
fundoo,base,be,34075,Mon Nov  5 03:28:11 2018,,,4.99,4.24,,fundoo,base,be,60580,Mon Nov  5 03:28:11 2018,,,26.99,22.94,,fundoo,base,be,65809,Mon Nov  5 03:28:11 2018,,,149.99,99.99,,fundoo,base,be,42344,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,14674,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,14675,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,35892,Mon Nov  5 03:28:11 2018,,,24.99,10.63,,fundoo,base,be,42345,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,42992,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,73649,Mon Nov  5 03:28:11 2018,,,19.99,12.74,,fundoo,base,be,23328,Mon Nov  5 03:28:11 2018,,,499.0,296.91,,fundoo,base,be,12352,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,27879,Mon Nov  5 03:28:11 2018,,,29.99,25.49,,fundoo,base,be,36950,Mon Nov  5 03:28:11 2018,,,119.99,101.99,,fundoo,base,be,43050,Mon Nov  5 03:28:11 2018,,,69.99,50.99,,fundoo,base,be,60498,Mon Nov  5 03:28:11 2018,,,69.99,59.49,,fundoo,base,be,60781,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,28306,Mon Nov  5 03:28:11 2018,,,19.99,16.99,,fundoo,base,be,27817,Mon Nov  5 03:28:11 2018,,,69.99,41.64,,fundoo,base,be,27926,Mon Nov  5 03:28:11 2018,,,18.99,16.14,,fundoo,base,be,6966,Mon Nov  5 03:28:11 2018,,,49.99,36.12,,fundoo,base,be,42616,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,36104,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,42349,Mon Nov  5 03:28:11 2018,,,34.99,14.88,,fundoo,base,be,36928,Mon Nov  5 03:28:11 2018,,,39.99,33.99,,fundoo,base,be,12336,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,66565,Mon Nov  5 03:28:11 2018,,,34.99,29.74,,fundoo,base,be,36920,Mon Nov  5 03:28:11 2018,,,399.0,339.15,,fundoo,base,be,33769,Mon Nov  5 03:28:11 2018,,,29.99,25.49,
fundoo,base,be,34075,Mon Nov  5 03:28:11 2018,,,4.99,4.24,,fundoo,base,be,60580,Mon Nov  5 03:28:11 2018,,,26.99,22.94,,fundoo,base,be,65809,Mon Nov  5 03:28:11 2018,,,149.99,99.99,,fundoo,base,be,42344,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,14674,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,14675,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,35892,Mon Nov  5 03:28:11 2018,,,24.99,10.63,,fundoo,base,be,42345,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,42992,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,73649,Mon Nov  5 03:28:11 2018,,,19.99,12.74,,fundoo,base,be,23328,Mon Nov  5 03:28:11 2018,,,499.0,296.91,,fundoo,base,be,12352,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,27879,Mon Nov  5 03:28:11 2018,,,29.99,25.49,,fundoo,base,be,36950,Mon Nov  5 03:28:11 2018,,,119.99,101.99,,fundoo,base,be,43050,Mon Nov  5 03:28:11 2018,,,69.99,50.99,,fundoo,base,be,60498,Mon Nov  5 03:28:11 2018,,,69.99,59.49,,fundoo,base,be,60781,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,28306,Mon Nov  5 03:28:11 2018,,,19.99,16.99,,fundoo,base,be,27817,Mon Nov  5 03:28:11 2018,,,69.99,41.64,,fundoo,base,be,27926,Mon Nov  5 03:28:11 2018,,,18.99,16.14,,fundoo,base,be,6966,Mon Nov  5 03:28:11 2018,,,49.99,36.12,,fundoo,base,be,42616,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,36104,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,42349,Mon Nov  5 03:28:11 2018,,,34.99,14.88,,fundoo,base,be,36928,Mon Nov  5 03:28:11 2018,,,39.99,33.99,,fundoo,base,be,12336,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,66565,Mon Nov  5 03:28:11 2018,,,34.99,29.74,,fundoo,base,be,36920,Mon Nov  5 03:28:11 2018,,,399.0,339.15,,fundoo,base,be,33769,Mon Nov  5 03:28:11 2018,,,29.99,25.49,,fundoo,base,be,36741,Mon Nov  5 03:28:11 2018,,,249.0,211.65,
fundoo,base,be,34075,Mon Nov  5 03:28:11 2018,,,4.99,4.24,,fundoo,base,be,60580,Mon Nov  5 03:28:11 2018,,,26.99,22.94,,fundoo,base,be,65809,Mon Nov  5 03:28:11 2018,,,149.99,99.99,,fundoo,base,be,42344,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,14674,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,14675,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,35892,Mon Nov  5 03:28:11 2018,,,24.99,10.63,,fundoo,base,be,42345,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,42992,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,73649,Mon Nov  5 03:28:11 2018,,,19.99,12.74,,fundoo,base,be,23328,Mon Nov  5 03:28:11 2018,,,499.0,296.91,,fundoo,base,be,12352,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,27879,Mon Nov  5 03:28:11 2018,,,29.99,25.49,,fundoo,base,be,36950,Mon Nov  5 03:28:11 2018,,,119.99,101.99,,fundoo,base,be,43050,Mon Nov  5 03:28:11 2018,,,69.99,50.99,,fundoo,base,be,60498,Mon Nov  5 03:28:11 2018,,,69.99,59.49,,fundoo,base,be,60781,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,28306,Mon Nov  5 03:28:11 2018,,,19.99,16.99,,fundoo,base,be,27817,Mon Nov  5 03:28:11 2018,,,69.99,41.64,,fundoo,base,be,27926,Mon Nov  5 03:28:11 2018,,,18.99,16.14,,fundoo,base,be,6966,Mon Nov  5 03:28:11 2018,,,49.99,36.12,,fundoo,base,be,42616,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,36104,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,42349,Mon Nov  5 03:28:11 2018,,,34.99,14.88,,fundoo,base,be,36928,Mon Nov  5 03:28:11 2018,,,39.99,33.99,,fundoo,base,be,12336,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,66565,Mon Nov  5 03:28:11 2018,,,34.99,29.74,,fundoo,base,be,36920,Mon Nov  5 03:28:11 2018,,,399.0,339.15,,fundoo,base,be,33769,Mon Nov  5 03:28:11 2018,,,29.99,25.49,,fundoo,base,be,36741,Mon Nov  5 03:28:11 2018,,,249.0,211.65,,fundoo,base,be,33774,Mon Nov  5 03:28:11 2018,,,229.0,194.65,
fundoo,base,be,34075,Mon Nov  5 03:28:11 2018,,,4.99,4.24,,fundoo,base,be,60580,Mon Nov  5 03:28:11 2018,,,26.99,22.94,,fundoo,base,be,65809,Mon Nov  5 03:28:11 2018,,,149.99,99.99,,fundoo,base,be,42344,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,14674,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,14675,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,35892,Mon Nov  5 03:28:11 2018,,,24.99,10.63,,fundoo,base,be,42345,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,42992,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,73649,Mon Nov  5 03:28:11 2018,,,19.99,12.74,,fundoo,base,be,23328,Mon Nov  5 03:28:11 2018,,,499.0,296.91,,fundoo,base,be,12352,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,27879,Mon Nov  5 03:28:11 2018,,,29.99,25.49,,fundoo,base,be,36950,Mon Nov  5 03:28:11 2018,,,119.99,101.99,,fundoo,base,be,43050,Mon Nov  5 03:28:11 2018,,,69.99,50.99,,fundoo,base,be,60498,Mon Nov  5 03:28:11 2018,,,69.99,59.49,,fundoo,base,be,60781,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,28306,Mon Nov  5 03:28:11 2018,,,19.99,16.99,,fundoo,base,be,27817,Mon Nov  5 03:28:11 2018,,,69.99,41.64,,fundoo,base,be,27926,Mon Nov  5 03:28:11 2018,,,18.99,16.14,,fundoo,base,be,6966,Mon Nov  5 03:28:11 2018,,,49.99,36.12,,fundoo,base,be,42616,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,36104,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,42349,Mon Nov  5 03:28:11 2018,,,34.99,14.88,,fundoo,base,be,36928,Mon Nov  5 03:28:11 2018,,,39.99,33.99,,fundoo,base,be,12336,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,66565,Mon Nov  5 03:28:11 2018,,,34.99,29.74,,fundoo,base,be,36920,Mon Nov  5 03:28:11 2018,,,399.0,339.15,,fundoo,base,be,33769,Mon Nov  5 03:28:11 2018,,,29.99,25.49,,fundoo,base,be,36741,Mon Nov  5 03:28:11 2018,,,249.0,211.65,,fundoo,base,be,33774,Mon Nov  5 03:28:11 2018,,,229.0,194.65,,fundoo,base,be,18050,Mon Nov  5 03:28:11 2018,,,189.99,161.49,
fundoo,base,be,34075,Mon Nov  5 03:28:11 2018,,,4.99,4.24,,fundoo,base,be,60580,Mon Nov  5 03:28:11 2018,,,26.99,22.94,,fundoo,base,be,65809,Mon Nov  5 03:28:11 2018,,,149.99,99.99,,fundoo,base,be,42344,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,14674,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,14675,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,35892,Mon Nov  5 03:28:11 2018,,,24.99,10.63,,fundoo,base,be,42345,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,42992,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,73649,Mon Nov  5 03:28:11 2018,,,19.99,12.74,,fundoo,base,be,23328,Mon Nov  5 03:28:11 2018,,,499.0,296.91,,fundoo,base,be,12352,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,27879,Mon Nov  5 03:28:11 2018,,,29.99,25.49,,fundoo,base,be,36950,Mon Nov  5 03:28:11 2018,,,119.99,101.99,,fundoo,base,be,43050,Mon Nov  5 03:28:11 2018,,,69.99,50.99,,fundoo,base,be,60498,Mon Nov  5 03:28:11 2018,,,69.99,59.49,,fundoo,base,be,60781,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,28306,Mon Nov  5 03:28:11 2018,,,19.99,16.99,,fundoo,base,be,27817,Mon Nov  5 03:28:11 2018,,,69.99,41.64,,fundoo,base,be,27926,Mon Nov  5 03:28:11 2018,,,18.99,16.14,,fundoo,base,be,6966,Mon Nov  5 03:28:11 2018,,,49.99,36.12,,fundoo,base,be,42616,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,36104,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,42349,Mon Nov  5 03:28:11 2018,,,34.99,14.88,,fundoo,base,be,36928,Mon Nov  5 03:28:11 2018,,,39.99,33.99,,fundoo,base,be,12336,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,66565,Mon Nov  5 03:28:11 2018,,,34.99,29.74,,fundoo,base,be,36920,Mon Nov  5 03:28:11 2018,,,399.0,339.15,,fundoo,base,be,33769,Mon Nov  5 03:28:11 2018,,,29.99,25.49,,fundoo,base,be,36741,Mon Nov  5 03:28:11 2018,,,249.0,211.65,,fundoo,base,be,33774,Mon Nov  5 03:28:11 2018,,,229.0,194.65,,fundoo,base,be,18050,Mon Nov  5 03:28:11 2018,,,189.99,161.49,,fundoo,base,be,22944,Mon Nov  5 03:28:11 2018,,,159.99,135.99,
fundoo,base,be,34075,Mon Nov  5 03:28:11 2018,,,4.99,4.24,,fundoo,base,be,60580,Mon Nov  5 03:28:11 2018,,,26.99,22.94,,fundoo,base,be,65809,Mon Nov  5 03:28:11 2018,,,149.99,99.99,,fundoo,base,be,42344,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,14674,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,14675,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,35892,Mon Nov  5 03:28:11 2018,,,24.99,10.63,,fundoo,base,be,42345,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,42992,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,73649,Mon Nov  5 03:28:11 2018,,,19.99,12.74,,fundoo,base,be,23328,Mon Nov  5 03:28:11 2018,,,499.0,296.91,,fundoo,base,be,12352,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,27879,Mon Nov  5 03:28:11 2018,,,29.99,25.49,,fundoo,base,be,36950,Mon Nov  5 03:28:11 2018,,,119.99,101.99,,fundoo,base,be,43050,Mon Nov  5 03:28:11 2018,,,69.99,50.99,,fundoo,base,be,60498,Mon Nov  5 03:28:11 2018,,,69.99,59.49,,fundoo,base,be,60781,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,28306,Mon Nov  5 03:28:11 2018,,,19.99,16.99,,fundoo,base,be,27817,Mon Nov  5 03:28:11 2018,,,69.99,41.64,,fundoo,base,be,27926,Mon Nov  5 03:28:11 2018,,,18.99,16.14,,fundoo,base,be,6966,Mon Nov  5 03:28:11 2018,,,49.99,36.12,,fundoo,base,be,42616,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,36104,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,42349,Mon Nov  5 03:28:11 2018,,,34.99,14.88,,fundoo,base,be,36928,Mon Nov  5 03:28:11 2018,,,39.99,33.99,,fundoo,base,be,12336,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,66565,Mon Nov  5 03:28:11 2018,,,34.99,29.74,,fundoo,base,be,36920,Mon Nov  5 03:28:11 2018,,,399.0,339.15,,fundoo,base,be,33769,Mon Nov  5 03:28:11 2018,,,29.99,25.49,,fundoo,base,be,36741,Mon Nov  5 03:28:11 2018,,,249.0,211.65,,fundoo,base,be,33774,Mon Nov  5 03:28:11 2018,,,229.0,194.65,,fundoo,base,be,18050,Mon Nov  5 03:28:11 2018,,,189.99,161.49,,fundoo,base,be,22944,Mon Nov  5 03:28:11 2018,,,159.99,135.99,,fundoo,base,be,23055,Mon Nov  5 03:28:11 2018,,,14.99,12.74,
fundoo,base,be,34075,Mon Nov  5 03:28:11 2018,,,4.99,4.24,,fundoo,base,be,60580,Mon Nov  5 03:28:11 2018,,,26.99,22.94,,fundoo,base,be,65809,Mon Nov  5 03:28:11 2018,,,149.99,99.99,,fundoo,base,be,42344,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,14674,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,14675,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,35892,Mon Nov  5 03:28:11 2018,,,24.99,10.63,,fundoo,base,be,42345,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,42992,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,73649,Mon Nov  5 03:28:11 2018,,,19.99,12.74,,fundoo,base,be,23328,Mon Nov  5 03:28:11 2018,,,499.0,296.91,,fundoo,base,be,12352,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,27879,Mon Nov  5 03:28:11 2018,,,29.99,25.49,,fundoo,base,be,36950,Mon Nov  5 03:28:11 2018,,,119.99,101.99,,fundoo,base,be,43050,Mon Nov  5 03:28:11 2018,,,69.99,50.99,,fundoo,base,be,60498,Mon Nov  5 03:28:11 2018,,,69.99,59.49,,fundoo,base,be,60781,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,28306,Mon Nov  5 03:28:11 2018,,,19.99,16.99,,fundoo,base,be,27817,Mon Nov  5 03:28:11 2018,,,69.99,41.64,,fundoo,base,be,27926,Mon Nov  5 03:28:11 2018,,,18.99,16.14,,fundoo,base,be,6966,Mon Nov  5 03:28:11 2018,,,49.99,36.12,,fundoo,base,be,42616,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,36104,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,42349,Mon Nov  5 03:28:11 2018,,,34.99,14.88,,fundoo,base,be,36928,Mon Nov  5 03:28:11 2018,,,39.99,33.99,,fundoo,base,be,12336,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,66565,Mon Nov  5 03:28:11 2018,,,34.99,29.74,,fundoo,base,be,36920,Mon Nov  5 03:28:11 2018,,,399.0,339.15,,fundoo,base,be,33769,Mon Nov  5 03:28:11 2018,,,29.99,25.49,,fundoo,base,be,36741,Mon Nov  5 03:28:11 2018,,,249.0,211.65,,fundoo,base,be,33774,Mon Nov  5 03:28:11 2018,,,229.0,194.65,,fundoo,base,be,18050,Mon Nov  5 03:28:11 2018,,,189.99,161.49,,fundoo,base,be,22944,Mon Nov  5 03:28:11 2018,,,159.99,135.99,,fundoo,base,be,23055,Mon Nov  5 03:28:11 2018,,,14.99,12.74,,fundoo,base,be,62048,Mon Nov  5 03:28:11 2018,,,139.99,118.99,
fundoo,base,be,34075,Mon Nov  5 03:28:11 2018,,,4.99,4.24,,fundoo,base,be,60580,Mon Nov  5 03:28:11 2018,,,26.99,22.94,,fundoo,base,be,65809,Mon Nov  5 03:28:11 2018,,,149.99,99.99,,fundoo,base,be,42344,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,14674,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,14675,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,35892,Mon Nov  5 03:28:11 2018,,,24.99,10.63,,fundoo,base,be,42345,Mon Nov  5 03:28:11 2018,,,39.99,10.2,,fundoo,base,be,42992,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,73649,Mon Nov  5 03:28:11 2018,,,19.99,12.74,,fundoo,base,be,23328,Mon Nov  5 03:28:11 2018,,,499.0,296.91,,fundoo,base,be,12352,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,27879,Mon Nov  5 03:28:11 2018,,,29.99,25.49,,fundoo,base,be,36950,Mon Nov  5 03:28:11 2018,,,119.99,101.99,,fundoo,base,be,43050,Mon Nov  5 03:28:11 2018,,,69.99,50.99,,fundoo,base,be,60498,Mon Nov  5 03:28:11 2018,,,69.99,59.49,,fundoo,base,be,60781,Mon Nov  5 03:28:11 2018,,,59.99,50.99,,fundoo,base,be,28306,Mon Nov  5 03:28:11 2018,,,19.99,16.99,,fundoo,base,be,27817,Mon Nov  5 03:28:11 2018,,,69.99,41.64,,fundoo,base,be,27926,Mon Nov  5 03:28:11 2018,,,18.99,16.14,,fundoo,base,be,6966,Mon Nov  5 03:28:11 2018,,,49.99,36.12,,fundoo,base,be,42616,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,36104,Mon Nov  5 03:28:11 2018,,,59.99,35.69,,fundoo,base,be,42349,Mon Nov  5 03:28:11 2018,,,34.99,14.88,,fundoo,base,be,36928,Mon Nov  5 03:28:11 2018,,,39.99,33.99,,fundoo,base,be,12336,Mon Nov  5 03:28:11 2018,,,49.99,33.99,,fundoo,base,be,66565,Mon Nov  5 03:28:11 2018,,,34.99,29.74,,fundoo,base,be,36920,Mon Nov  5 03:28:11 2018,,,399.0,339.15,,fundoo,base,be,33769,Mon Nov  5 03:28:11 2018,,,29.99,25.49,,fundoo,base,be,36741,Mon Nov  5 03:28:11 2018,,,249.0,211.65,,fundoo,base,be,33774,Mon Nov  5 03:28:11 2018,,,229.0,194.65,,fundoo,base,be,18050,Mon Nov  5 03:28:11 2018,,,189.99,161.49,,fundoo,base,be,22944,Mon Nov  5 03:28:11 2018,,,159.99,135.99,,fundoo,base,be,23055,Mon Nov  5 03:28:11 2018,,,14.99,12.74,,fundoo,base,be,62048,Mon Nov  5 03:28:11 2018,,,139.99,118.99,,fundoo,base,be,35628,Mon Nov  5 03:28:11 2018,,,24.99,21.24,
fundoo,base,be,36094,Mon Nov  5 03:28:14 2018,['5010993355440'],"['Thuis', 'Familiespellen']",29.99,25.49,
fundoo,base,be,65833,Mon Nov  5 03:28:14 2018,['5712854062602'],['Thuis'],1.99,1.69,
fundoo,base,be,52636,Mon Nov  5 03:28:15 2018,['0048526053629'],['Thuis'],5.99,4.19,
fundoo,base,be,9826,Mon Nov  5 03:28:15 2018,['4001702021313'],['Thuis'],39.99,,,
fundoo,base,be,64393,Mon Nov  5 03:28:16 2018,['0744476180254'],['Thuis'],34.99,21.24,
fundoo,base,be,17168,Mon Nov  5 03:28:16 2018,['8718276055779'],"['Thuis', 'Baby & peuter', 'Baby Slaapt', 'Bedtextiel']",69.99,,,
fundoo,base,be,31176,Mon Nov  5 03:28:16 2018,['4014995274694'],"['Thuis', 'Kinderfeest', 'Thema', 'Ridders']",4.99,,,
fundoo,base,be,69573,Mon Nov  5 03:28:17 2018,['5411159872526'],['Thuis'],2.99,,,
fundoo,base,be,637,Mon Nov  5 03:28:18 2018,['5412025082216'],['Thuis'],1499.0,1479.0,
fundoo,base,be,49286,Mon Nov  5 03:28:19 2018,['3417761438237'],"['Thuis', 'Vtech']",8.99,,,
fundoo,base,be,13072,Mon Nov  5 03:28:19 2018,['5414233161462'],"['Thuis', 'Kabouter Plop']",9.99,,,
fundoo,base,be,23046,Mon Nov  5 03:28:20 2018,['5706751023576'],['Thuis'],69.99,,,
fundoo,base,be,44066,Mon Nov  5 03:28:20 2018,['5010994952334'],['Thuis'],9.99,,,
fundoo,base,be,35389,Mon Nov  5 03:28:20 2018,['4008789069672'],"['Thuis', 'Baby & peuter', '12 maanden', 'Playmobile 123']",14.99,12.74,
fundoo,base,be,38982,Mon Nov  5 03:28:20 2018,['011543820215'],"['Thuis', 'Speelgoedvoertuigen', 'Vrachtwagens']",14.99,12.74,
fundoo,base,be,47674,Mon Nov  5 03:28:21 2018,['8712026836496'],['Thuis'],49.99,,,
fundoo,base,be,64173,Mon Nov  5 03:28:21 2018,['8714572238007'],['Thuis'],14.99,,,
