fundoo,base,be,65809,Wed Nov  7 03:11:24 2018,,,149.99,99.99,,fundoo,base,be,33932,Wed Nov  7 03:11:24 2018,,,6.99,,,,fundoo,base,be,43050,Wed Nov  7 03:11:24 2018,,,69.99,59.99,,fundoo,base,be,34075,Wed Nov  7 03:11:24 2018,,,4.99,,,,fundoo,base,be,60580,Wed Nov  7 03:11:24 2018,,,26.99,,,,fundoo,base,be,12352,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,62827,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,60496,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,14674,Wed Nov  7 03:11:24 2018,,,139.99,,,,fundoo,base,be,60368,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,12336,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,42344,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,73649,Wed Nov  7 03:11:24 2018,,,19.99,14.99,,fundoo,base,be,67953,Wed Nov  7 03:11:24 2018,,,12.99,7.99,
fundoo,base,be,65809,Wed Nov  7 03:11:24 2018,,,149.99,99.99,,fundoo,base,be,33932,Wed Nov  7 03:11:24 2018,,,6.99,,,,fundoo,base,be,43050,Wed Nov  7 03:11:24 2018,,,69.99,59.99,,fundoo,base,be,34075,Wed Nov  7 03:11:24 2018,,,4.99,,,,fundoo,base,be,60580,Wed Nov  7 03:11:24 2018,,,26.99,,,,fundoo,base,be,12352,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,62827,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,60496,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,14674,Wed Nov  7 03:11:24 2018,,,139.99,,,,fundoo,base,be,60368,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,12336,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,42344,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,73649,Wed Nov  7 03:11:24 2018,,,19.99,14.99,,fundoo,base,be,67953,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,67949,Wed Nov  7 03:11:24 2018,,,12.99,7.99,
fundoo,base,be,65809,Wed Nov  7 03:11:24 2018,,,149.99,99.99,,fundoo,base,be,33932,Wed Nov  7 03:11:24 2018,,,6.99,,,,fundoo,base,be,43050,Wed Nov  7 03:11:24 2018,,,69.99,59.99,,fundoo,base,be,34075,Wed Nov  7 03:11:24 2018,,,4.99,,,,fundoo,base,be,60580,Wed Nov  7 03:11:24 2018,,,26.99,,,,fundoo,base,be,12352,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,62827,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,60496,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,14674,Wed Nov  7 03:11:24 2018,,,139.99,,,,fundoo,base,be,60368,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,12336,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,42344,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,73649,Wed Nov  7 03:11:24 2018,,,19.99,14.99,,fundoo,base,be,67953,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,67949,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,27879,Wed Nov  7 03:11:24 2018,,,29.99,,,
fundoo,base,be,65809,Wed Nov  7 03:11:24 2018,,,149.99,99.99,,fundoo,base,be,33932,Wed Nov  7 03:11:24 2018,,,6.99,,,,fundoo,base,be,43050,Wed Nov  7 03:11:24 2018,,,69.99,59.99,,fundoo,base,be,34075,Wed Nov  7 03:11:24 2018,,,4.99,,,,fundoo,base,be,60580,Wed Nov  7 03:11:24 2018,,,26.99,,,,fundoo,base,be,12352,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,62827,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,60496,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,14674,Wed Nov  7 03:11:24 2018,,,139.99,,,,fundoo,base,be,60368,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,12336,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,42344,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,73649,Wed Nov  7 03:11:24 2018,,,19.99,14.99,,fundoo,base,be,67953,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,67949,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,27879,Wed Nov  7 03:11:24 2018,,,29.99,,,,fundoo,base,be,62826,Wed Nov  7 03:11:24 2018,,,49.99,,,
fundoo,base,be,65809,Wed Nov  7 03:11:24 2018,,,149.99,99.99,,fundoo,base,be,33932,Wed Nov  7 03:11:24 2018,,,6.99,,,,fundoo,base,be,43050,Wed Nov  7 03:11:24 2018,,,69.99,59.99,,fundoo,base,be,34075,Wed Nov  7 03:11:24 2018,,,4.99,,,,fundoo,base,be,60580,Wed Nov  7 03:11:24 2018,,,26.99,,,,fundoo,base,be,12352,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,62827,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,60496,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,14674,Wed Nov  7 03:11:24 2018,,,139.99,,,,fundoo,base,be,60368,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,12336,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,42344,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,73649,Wed Nov  7 03:11:24 2018,,,19.99,14.99,,fundoo,base,be,67953,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,67949,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,27879,Wed Nov  7 03:11:24 2018,,,29.99,,,,fundoo,base,be,62826,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,22944,Wed Nov  7 03:11:24 2018,,,159.99,,,
fundoo,base,be,65809,Wed Nov  7 03:11:24 2018,,,149.99,99.99,,fundoo,base,be,33932,Wed Nov  7 03:11:24 2018,,,6.99,,,,fundoo,base,be,43050,Wed Nov  7 03:11:24 2018,,,69.99,59.99,,fundoo,base,be,34075,Wed Nov  7 03:11:24 2018,,,4.99,,,,fundoo,base,be,60580,Wed Nov  7 03:11:24 2018,,,26.99,,,,fundoo,base,be,12352,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,62827,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,60496,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,14674,Wed Nov  7 03:11:24 2018,,,139.99,,,,fundoo,base,be,60368,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,12336,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,42344,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,73649,Wed Nov  7 03:11:24 2018,,,19.99,14.99,,fundoo,base,be,67953,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,67949,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,27879,Wed Nov  7 03:11:24 2018,,,29.99,,,,fundoo,base,be,62826,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,22944,Wed Nov  7 03:11:24 2018,,,159.99,,,,fundoo,base,be,36423,Wed Nov  7 03:11:24 2018,,,99.99,,,
fundoo,base,be,65809,Wed Nov  7 03:11:24 2018,,,149.99,99.99,,fundoo,base,be,33932,Wed Nov  7 03:11:24 2018,,,6.99,,,,fundoo,base,be,43050,Wed Nov  7 03:11:24 2018,,,69.99,59.99,,fundoo,base,be,34075,Wed Nov  7 03:11:24 2018,,,4.99,,,,fundoo,base,be,60580,Wed Nov  7 03:11:24 2018,,,26.99,,,,fundoo,base,be,12352,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,62827,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,60496,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,14674,Wed Nov  7 03:11:24 2018,,,139.99,,,,fundoo,base,be,60368,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,12336,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,42344,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,73649,Wed Nov  7 03:11:24 2018,,,19.99,14.99,,fundoo,base,be,67953,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,67949,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,27879,Wed Nov  7 03:11:24 2018,,,29.99,,,,fundoo,base,be,62826,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,22944,Wed Nov  7 03:11:24 2018,,,159.99,,,,fundoo,base,be,36423,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,60369,Wed Nov  7 03:11:24 2018,,,99.99,,,
fundoo,base,be,65809,Wed Nov  7 03:11:24 2018,,,149.99,99.99,,fundoo,base,be,33932,Wed Nov  7 03:11:24 2018,,,6.99,,,,fundoo,base,be,43050,Wed Nov  7 03:11:24 2018,,,69.99,59.99,,fundoo,base,be,34075,Wed Nov  7 03:11:24 2018,,,4.99,,,,fundoo,base,be,60580,Wed Nov  7 03:11:24 2018,,,26.99,,,,fundoo,base,be,12352,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,62827,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,60496,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,14674,Wed Nov  7 03:11:24 2018,,,139.99,,,,fundoo,base,be,60368,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,12336,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,42344,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,73649,Wed Nov  7 03:11:24 2018,,,19.99,14.99,,fundoo,base,be,67953,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,67949,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,27879,Wed Nov  7 03:11:24 2018,,,29.99,,,,fundoo,base,be,62826,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,22944,Wed Nov  7 03:11:24 2018,,,159.99,,,,fundoo,base,be,36423,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,60369,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,22945,Wed Nov  7 03:11:24 2018,,,269.99,,,
fundoo,base,be,65809,Wed Nov  7 03:11:24 2018,,,149.99,99.99,,fundoo,base,be,33932,Wed Nov  7 03:11:24 2018,,,6.99,,,,fundoo,base,be,43050,Wed Nov  7 03:11:24 2018,,,69.99,59.99,,fundoo,base,be,34075,Wed Nov  7 03:11:24 2018,,,4.99,,,,fundoo,base,be,60580,Wed Nov  7 03:11:24 2018,,,26.99,,,,fundoo,base,be,12352,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,62827,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,60496,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,14674,Wed Nov  7 03:11:24 2018,,,139.99,,,,fundoo,base,be,60368,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,12336,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,42344,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,73649,Wed Nov  7 03:11:24 2018,,,19.99,14.99,,fundoo,base,be,67953,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,67949,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,27879,Wed Nov  7 03:11:24 2018,,,29.99,,,,fundoo,base,be,62826,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,22944,Wed Nov  7 03:11:24 2018,,,159.99,,,,fundoo,base,be,36423,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,60369,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,22945,Wed Nov  7 03:11:24 2018,,,269.99,,,,fundoo,base,be,27925,Wed Nov  7 03:11:24 2018,,,17.99,,,
fundoo,base,be,65809,Wed Nov  7 03:11:24 2018,,,149.99,99.99,,fundoo,base,be,33932,Wed Nov  7 03:11:24 2018,,,6.99,,,,fundoo,base,be,43050,Wed Nov  7 03:11:24 2018,,,69.99,59.99,,fundoo,base,be,34075,Wed Nov  7 03:11:24 2018,,,4.99,,,,fundoo,base,be,60580,Wed Nov  7 03:11:24 2018,,,26.99,,,,fundoo,base,be,12352,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,62827,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,60496,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,14674,Wed Nov  7 03:11:24 2018,,,139.99,,,,fundoo,base,be,60368,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,12336,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,42344,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,73649,Wed Nov  7 03:11:24 2018,,,19.99,14.99,,fundoo,base,be,67953,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,67949,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,27879,Wed Nov  7 03:11:24 2018,,,29.99,,,,fundoo,base,be,62826,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,22944,Wed Nov  7 03:11:24 2018,,,159.99,,,,fundoo,base,be,36423,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,60369,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,22945,Wed Nov  7 03:11:24 2018,,,269.99,,,,fundoo,base,be,27925,Wed Nov  7 03:11:24 2018,,,17.99,,,,fundoo,base,be,62520,Wed Nov  7 03:11:24 2018,,,49.99,,,
fundoo,base,be,65809,Wed Nov  7 03:11:24 2018,,,149.99,99.99,,fundoo,base,be,33932,Wed Nov  7 03:11:24 2018,,,6.99,,,,fundoo,base,be,43050,Wed Nov  7 03:11:24 2018,,,69.99,59.99,,fundoo,base,be,34075,Wed Nov  7 03:11:24 2018,,,4.99,,,,fundoo,base,be,60580,Wed Nov  7 03:11:24 2018,,,26.99,,,,fundoo,base,be,12352,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,62827,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,60496,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,14674,Wed Nov  7 03:11:24 2018,,,139.99,,,,fundoo,base,be,60368,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,12336,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,42344,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,73649,Wed Nov  7 03:11:24 2018,,,19.99,14.99,,fundoo,base,be,67953,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,67949,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,27879,Wed Nov  7 03:11:24 2018,,,29.99,,,,fundoo,base,be,62826,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,22944,Wed Nov  7 03:11:24 2018,,,159.99,,,,fundoo,base,be,36423,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,60369,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,22945,Wed Nov  7 03:11:24 2018,,,269.99,,,,fundoo,base,be,27925,Wed Nov  7 03:11:24 2018,,,17.99,,,,fundoo,base,be,62520,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,36106,Wed Nov  7 03:11:24 2018,,,59.99,41.99,
fundoo,base,be,65809,Wed Nov  7 03:11:24 2018,,,149.99,99.99,,fundoo,base,be,33932,Wed Nov  7 03:11:24 2018,,,6.99,,,,fundoo,base,be,43050,Wed Nov  7 03:11:24 2018,,,69.99,59.99,,fundoo,base,be,34075,Wed Nov  7 03:11:24 2018,,,4.99,,,,fundoo,base,be,60580,Wed Nov  7 03:11:24 2018,,,26.99,,,,fundoo,base,be,12352,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,62827,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,60496,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,14674,Wed Nov  7 03:11:24 2018,,,139.99,,,,fundoo,base,be,60368,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,12336,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,42344,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,73649,Wed Nov  7 03:11:24 2018,,,19.99,14.99,,fundoo,base,be,67953,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,67949,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,27879,Wed Nov  7 03:11:24 2018,,,29.99,,,,fundoo,base,be,62826,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,22944,Wed Nov  7 03:11:24 2018,,,159.99,,,,fundoo,base,be,36423,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,60369,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,22945,Wed Nov  7 03:11:24 2018,,,269.99,,,,fundoo,base,be,27925,Wed Nov  7 03:11:24 2018,,,17.99,,,,fundoo,base,be,62520,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,36106,Wed Nov  7 03:11:24 2018,,,59.99,41.99,,fundoo,base,be,42345,Wed Nov  7 03:11:24 2018,,,39.99,12.0,
fundoo,base,be,65809,Wed Nov  7 03:11:24 2018,,,149.99,99.99,,fundoo,base,be,33932,Wed Nov  7 03:11:24 2018,,,6.99,,,,fundoo,base,be,43050,Wed Nov  7 03:11:24 2018,,,69.99,59.99,,fundoo,base,be,34075,Wed Nov  7 03:11:24 2018,,,4.99,,,,fundoo,base,be,60580,Wed Nov  7 03:11:24 2018,,,26.99,,,,fundoo,base,be,12352,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,62827,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,60496,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,14674,Wed Nov  7 03:11:24 2018,,,139.99,,,,fundoo,base,be,60368,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,12336,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,42344,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,73649,Wed Nov  7 03:11:24 2018,,,19.99,14.99,,fundoo,base,be,67953,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,67949,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,27879,Wed Nov  7 03:11:24 2018,,,29.99,,,,fundoo,base,be,62826,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,22944,Wed Nov  7 03:11:24 2018,,,159.99,,,,fundoo,base,be,36423,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,60369,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,22945,Wed Nov  7 03:11:24 2018,,,269.99,,,,fundoo,base,be,27925,Wed Nov  7 03:11:24 2018,,,17.99,,,,fundoo,base,be,62520,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,36106,Wed Nov  7 03:11:24 2018,,,59.99,41.99,,fundoo,base,be,42345,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,27926,Wed Nov  7 03:11:24 2018,,,18.99,,,
fundoo,base,be,65809,Wed Nov  7 03:11:24 2018,,,149.99,99.99,,fundoo,base,be,33932,Wed Nov  7 03:11:24 2018,,,6.99,,,,fundoo,base,be,43050,Wed Nov  7 03:11:24 2018,,,69.99,59.99,,fundoo,base,be,34075,Wed Nov  7 03:11:24 2018,,,4.99,,,,fundoo,base,be,60580,Wed Nov  7 03:11:24 2018,,,26.99,,,,fundoo,base,be,12352,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,62827,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,60496,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,14674,Wed Nov  7 03:11:24 2018,,,139.99,,,,fundoo,base,be,60368,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,12336,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,42344,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,73649,Wed Nov  7 03:11:24 2018,,,19.99,14.99,,fundoo,base,be,67953,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,67949,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,27879,Wed Nov  7 03:11:24 2018,,,29.99,,,,fundoo,base,be,62826,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,22944,Wed Nov  7 03:11:24 2018,,,159.99,,,,fundoo,base,be,36423,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,60369,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,22945,Wed Nov  7 03:11:24 2018,,,269.99,,,,fundoo,base,be,27925,Wed Nov  7 03:11:24 2018,,,17.99,,,,fundoo,base,be,62520,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,36106,Wed Nov  7 03:11:24 2018,,,59.99,41.99,,fundoo,base,be,42345,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,27926,Wed Nov  7 03:11:24 2018,,,18.99,,,,fundoo,base,be,42992,Wed Nov  7 03:11:24 2018,,,59.99,,,
fundoo,base,be,65809,Wed Nov  7 03:11:24 2018,,,149.99,99.99,,fundoo,base,be,33932,Wed Nov  7 03:11:24 2018,,,6.99,,,,fundoo,base,be,43050,Wed Nov  7 03:11:24 2018,,,69.99,59.99,,fundoo,base,be,34075,Wed Nov  7 03:11:24 2018,,,4.99,,,,fundoo,base,be,60580,Wed Nov  7 03:11:24 2018,,,26.99,,,,fundoo,base,be,12352,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,62827,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,60496,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,14674,Wed Nov  7 03:11:24 2018,,,139.99,,,,fundoo,base,be,60368,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,12336,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,42344,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,73649,Wed Nov  7 03:11:24 2018,,,19.99,14.99,,fundoo,base,be,67953,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,67949,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,27879,Wed Nov  7 03:11:24 2018,,,29.99,,,,fundoo,base,be,62826,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,22944,Wed Nov  7 03:11:24 2018,,,159.99,,,,fundoo,base,be,36423,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,60369,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,22945,Wed Nov  7 03:11:24 2018,,,269.99,,,,fundoo,base,be,27925,Wed Nov  7 03:11:24 2018,,,17.99,,,,fundoo,base,be,62520,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,36106,Wed Nov  7 03:11:24 2018,,,59.99,41.99,,fundoo,base,be,42345,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,27926,Wed Nov  7 03:11:24 2018,,,18.99,,,,fundoo,base,be,42992,Wed Nov  7 03:11:24 2018,,,59.99,,,,fundoo,base,be,36952,Wed Nov  7 03:11:24 2018,,,34.99,,,
fundoo,base,be,65809,Wed Nov  7 03:11:24 2018,,,149.99,99.99,,fundoo,base,be,33932,Wed Nov  7 03:11:24 2018,,,6.99,,,,fundoo,base,be,43050,Wed Nov  7 03:11:24 2018,,,69.99,59.99,,fundoo,base,be,34075,Wed Nov  7 03:11:24 2018,,,4.99,,,,fundoo,base,be,60580,Wed Nov  7 03:11:24 2018,,,26.99,,,,fundoo,base,be,12352,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,62827,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,60496,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,14674,Wed Nov  7 03:11:24 2018,,,139.99,,,,fundoo,base,be,60368,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,12336,Wed Nov  7 03:11:24 2018,,,49.99,39.99,,fundoo,base,be,42344,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,73649,Wed Nov  7 03:11:24 2018,,,19.99,14.99,,fundoo,base,be,67953,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,67949,Wed Nov  7 03:11:24 2018,,,12.99,7.99,,fundoo,base,be,27879,Wed Nov  7 03:11:24 2018,,,29.99,,,,fundoo,base,be,62826,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,22944,Wed Nov  7 03:11:24 2018,,,159.99,,,,fundoo,base,be,36423,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,60369,Wed Nov  7 03:11:24 2018,,,99.99,,,,fundoo,base,be,22945,Wed Nov  7 03:11:24 2018,,,269.99,,,,fundoo,base,be,27925,Wed Nov  7 03:11:24 2018,,,17.99,,,,fundoo,base,be,62520,Wed Nov  7 03:11:24 2018,,,49.99,,,,fundoo,base,be,36106,Wed Nov  7 03:11:24 2018,,,59.99,41.99,,fundoo,base,be,42345,Wed Nov  7 03:11:24 2018,,,39.99,12.0,,fundoo,base,be,27926,Wed Nov  7 03:11:24 2018,,,18.99,,,,fundoo,base,be,42992,Wed Nov  7 03:11:24 2018,,,59.99,,,,fundoo,base,be,36952,Wed Nov  7 03:11:24 2018,,,34.99,,,,fundoo,base,be,23055,Wed Nov  7 03:11:24 2018,,,14.99,,,
